taxa,kingdom,phylum,class,order,family,genus,species,common_name,identification_notes,data_resource_name,sighting_date,latitude,longitude,location
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MONARCHIDAE,Grallina,cyanoleuca,Magpie-lark,,Participate,2014-11-15,-37.7865,144.9189,"-37.7865, 144.9189"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,HIRUNDINIDAE,Hirundo,neoxena,Welcome Swallow,,Twitter,2014-11-14,-37.8307,144.9103,"-37.8307, 144.9103"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,RHIPIDURIDAE,Rhipidura,leucophrys,Willie Wagtail,,Hand written via expert,2014-11-15,-37.7833,144.9441,"-37.7833, 144.9441"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,LAMIALES,LAMIACEAE,Nepeta,cataria,Catnip,,Hand written via expert,2014-11-14,-37.7911,144.924,"-37.7911, 144.924"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,SAPINDALES,RUTACEAE,Correa,reflexa,Common Correa,,Hand written via expert,2014-11-15,-37.7919,144.9572,"-37.7919, 144.9572"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,LAMIALES,OLEACEAE,Olea,europaea,Common Olive,,Hand written via expert,2014-11-14,-37.7911,144.924,"-37.7911, 144.924"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,OXALIDALES,OXALIDACEAE,Oxalis,corniculata,Creeping Woodsorrel,,Hand written via expert,2014-11-16,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ASTERALES,ASTERACEAE,Lactuca,sativa,Cultivated lettuce,,Twitter,2014-11-14,-37.8061,144.9651,"-37.8061, 144.9651"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ASPARAGALES,DORYANTHACEAE,Doryanthes,excelsa,Gymea Lily,,Hand written via expert,2014-11-14,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,FABALES,FABACEAE,Daviesia,latifolia,Hop Bitter-pea,,Hand written via expert,2014-11-15,-37.7919,144.9572,"-37.7919, 144.9572"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,APIALES,PITTOSPORACEAE,Pittosporum,tenuifolium,James Stirling Pittosporum,,Hand written via expert,2014-11-16,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,MYRTALES,MYRTACEAE,Eucalyptus,woodwardii,Lemon Flowered Gum,,Hand written via expert,2014-11-15,-37.7919,144.9572,"-37.7919, 144.9572"
Bird,ANIMALIA,CHORDATA,AVES,PODICIPEDIFORMES,PODICIPEDIDAE,Tachybaptus,novaehollandiae,Australasian Grebe,,Hand written via expert,2014-11-15,-37.7833,144.9441,"-37.7833, 144.9441"
Bird,ANIMALIA,CHORDATA,AVES,PODICIPEDIFORMES,PODICIPEDIDAE,Tachybaptus,novaehollandiae,Australasian Grebe,,Hand written not expert,2014-11-10,-37.7826,144.9434,"-37.7826, 144.9434"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,coronoides,Australian Raven,,Hand written via expert,2014-11-14,-37.7911,144.924,"-37.7911, 144.924"
Bird,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Chenonetta,jubata,Australian Wood Duck,,Instagram,2014-11-15,-37.8186,144.9731,"-37.8186, 144.9731"
Bird,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,RECURVIROSTRIDAE,Himantopus,himantopus,Black-winged Stilt,,Participate,2014-10-31,-37.8319,144.9087,"-37.8319, 144.9087"
Bird,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Anas,castanea,Chestnut Teal,,Participate,2014-11-15,-37.7873,144.9161,"-37.7873, 144.9161"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus,merula,Common Blackbird,,Participate,2014-11-08,-37.7924,144.9642,"-37.7924, 144.9642"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus,merula,Common Blackbird,,Hand written expert,2014-11-15,-37.8311,144.9105,"-37.8311, 144.9105"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,STURNIDAE,Sturnus,tristis,"Common Myna, Indian Myna",Also known as Acridotheres tristis,Participate,2014-11-08,-37.7944,144.9649,"-37.7944, 144.9649"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,STURNIDAE,Sturnus,tristis,"Common Myna, Indian Myna",Also known as Acridotheres tristis,Hand written citizen expert,2014-11-10,-37.8311,144.9105,"-37.8311, 144.9105"
Bird,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Gallinula,tenebrosa,Dusky Moorhen,,Hand written citizen expert,2014-11-14,-37.8311,144.9105,"-37.8311, 144.9105"
Bird,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Anas,gracilis,Grey Teal,,Hand written via expert,2014-11-15,-37.7833,144.9441,"-37.7833, 144.9441"
Bird,ANIMALIA,CHORDATA,AVES,PODICIPEDIFORMES,PODICIPEDIDAE,Poliocephalus,poliocephalus,"Hoary-headed Grebe, Dabchick",,Hand written expert,2014-11-15,-37.8311,144.9105,"-37.8311, 144.9105"
Bird,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,PHALACROCORACIDAE,Microcarbo,melanoleucos,Little Pied Cormorant,,Hand written citizen expert,2014-11-03,-37.8311,144.9105,"-37.8311, 144.9105"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MELIPHAGIDAE,Anthochaera,chrysoptera,Little Wattlebird,,Hand written via expert,2014-11-15,-37.7833,144.9441,"-37.7833, 144.9441"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MONARCHIDAE,Grallina,cyanoleuca,Magpie-lark,,Participate,2014-11-14,-37.7826,144.9426,"-37.7826, 144.9426"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MONARCHIDAE,Grallina,cyanoleuca,Magpie-lark,,Hand written not expert,2014-11-11,-37.7828,144.9418,"-37.7828, 144.9418"
Bird,ANIMALIA,CHORDATA,AVES,CICONIIFORMES,ARDEIDAE,Nycticorax,caledonicus,Nankeen Night-heron,,Participate,2014-11-15,-37.7864,144.9185,"-37.7864, 144.9185"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MELIPHAGIDAE,Phylidonyris,novaehollandiae,New Holland Honeyeater,,Participate,2014-11-14,-37.782,144.944,"-37.782, 144.944"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MELIPHAGIDAE,Phylidonyris,novaehollandiae,New Holland Honeyeater,,Hand written via expert,2014-11-15,-37.7833,144.9441,"-37.7833, 144.9441"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ARTAMIDAE,Strepera,graculina,Pied Currawong,,Participate,2014-11-08,-37.8502,144.981,"-37.8502, 144.981"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ARTAMIDAE,Strepera,graculina,Pied Currawong,,Hand written via expert,2014-11-15,-37.7833,144.9441,"-37.7833, 144.9441"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MELIPHAGIDAE,Anthochaera,carunculata,Red Wattlebird,,Participate,2014-11-15,-37.8336,144.9047,"-37.8336, 144.9047"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MELIPHAGIDAE,Anthochaera,carunculata,Red Wattlebird,,Participate,2014-11-03,-37.8292,144.9007,"-37.8292, 144.9007"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MELIPHAGIDAE,Anthochaera,carunculata,Red Wattlebird,,Hand written citizen expert,2014-10-31,-37.8311,144.9105,"-37.8311, 144.9105"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MELIPHAGIDAE,Anthochaera,carunculata,Red Wattlebird,,Hand written citizen expert,2014-11-15,-37.8311,144.9105,"-37.8311, 144.9105"
Bird,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACULIDAE,Psephotus,haematonotus,Red-rumped Parrot,,Twitter,2014-11-17,-37.7833,144.9441,"-37.7833, 144.9441"
Bird,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Columba,livia,"Rock Dove, Feral Pigeon",,Participate,2014-11-11,-37.8044,144.9711,"-37.8044, 144.9711"
Bird,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Columba,livia,"Rock Dove, Feral Pigeon",,Hand written citizen expert,2014-11-06,-37.8311,144.9105,"-37.8311, 144.9105"
Bird,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE,Chroicocephalus,novaehollandiae,Silver Gull,,Hand written citizen expert,2014-11-03,-37.8311,144.9105,"-37.8311, 144.9105"
Bird,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE,Chroicocephalus,novaehollandiae,Silver Gull,,Hand written via expert,2014-11-15,-37.7833,144.9441,"-37.7833, 144.9441"
Bird,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Streptopelia,chinensis,Spotted Dove,,Hand written citizen expert,2014-11-15,-37.8311,144.9105,"-37.8311, 144.9105"
Bird,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Streptopelia,chinensis,Spotted Dove,,Hand written via expert,2014-11-15,-37.7833,144.9441,"-37.7833, 144.9441"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ACANTHIZIDAE,Sericornis,frontalis,White-browed Scrubwren,,Instagram,2014-11-16,-37.8146,144.9796,"-37.8146, 144.9796"
Fish,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ELEOTRIDAE,Hypseleotris,klunzingeri,Western Carp Gudgeon,,Participate,2014-11-10,-37.8387,144.9066,"-37.8387, 144.9066"
Insect,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Apis,mellifera,European Honey Bee,,Hand written expert,,-37.813,144.9805,"-37.813, 144.9805"
Insect,ANIMALIA,ARTHROPODA,INSECTA,HEMIPTERA,REDUVIIDAE,Gminatus,australis,Orange Assassin Bug,,Participate,,-37.813,144.9802,"-37.813, 144.9802"
Insect,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,COCCINELLIDAE,Harmonia,conformis,Common Spotted Ladybird,,Participate,,-37.7994,144.9736,"-37.7994, 144.9736"
Insect,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,CORDULIIDAE,Hemicordulia,tau,Tau Emerald,,Twitter,,-37.8019,144.9722,"-37.8019, 144.9722"
Insect,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Ischnura,heterosticta,Common Bluetail,,Participate,,-37.8305,144.9062,"-37.8305, 144.9062"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,LYMANTRIIDAE,Orgyia,anartoides,Painted Apple Moth,,Twitter,,-37.813,144.9805,"-37.813, 144.9805"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NOCTUIDAE,Persectania,ewingii,Southern Armyworm,,Participate,,-37.8293,144.9759,"-37.8293, 144.9759"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PIERIDAE,Pieris,rapae,Cabbage White Butterfly,,Participate,,-37.8386,144.9066,"-37.8386, 144.9066"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PIERIDAE,Pieris,rapae,Cabbage White Butterfly,,Participate,,-37.8293,144.9759,"-37.8293, 144.9759"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NOCTUIDAE,Trichoplusia,ni,Cabbage Looper,,Participate,,-37.7931,144.9643,"-37.7931, 144.9643"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ASPARAGALES,ASPARAGACEAE,Agave,americana,"American Agave, Century Plant",Variegata',Hand written via expert,2014-11-16,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ROSALES,ULMACEAE,Ulmus,americana,American Elm,,Hand written via expert,2014-11-16,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,POALES,POACEAE,Ehrharta,longiflora,Annual Veldt Grass,,Hand written via expert,2014-11-15,-37.7919,144.9572,"-37.7919, 144.9572"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ASTERALES,CAMPANULACEAE,Wahlenbergia,stricta,"Australian Bluebell, Tall Bluebell",,Hand written via expert,2014-11-14,-37.7911,144.924,"-37.7911, 144.924"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,CARYOPHYLLALES,POLYGONACEAE,Rumex,obtusifolius,Bitter Dock,,Participate,2014-10-31,-37.813,144.9802,"-37.813, 144.9802"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,COMMELINALES,HAEMODORACEAE,Wachendorfia,thyrsiflora,Bloodroot,,Hand written via expert,2014-11-14,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ASTERALES,ASTERACEAE,Senecio,mandraliscae,Blue Chalk Sticks,,Hand written via expert,2014-11-16,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ASPARAGALES,ASPHODELACEAE,Bulbine,bulbosa,Bulbine Lily,,Hand written expert,2014-11-15,-37.7919,144.9572,"-37.7919, 144.9572"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ASPARAGALES,ASPHODELACEAE,Bulbine,bulbosa,Bulbine Lily,,Hand written via expert,2014-11-15,-37.7919,144.9572,"-37.7919, 144.9572"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,MYRTALES,MYRTACEAE,Eucalyptus,lehmannii,Bushy Yate,,Hand written via expert,2014-11-15,-37.7919,144.9572,"-37.7919, 144.9572"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ASTERALES,ASTERACEAE,Chrysocephalum,semipapposum,Clustered Everlasting,,Hand written expert,2014-11-15,-37.7914,144.9566,"-37.7914, 144.9566"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,POALES,POACEAE,Elymus,repens,Common Couch Grass,,Participate,2014-11-02,-37.8413,144.9011,"-37.8413, 144.9011"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,POALES,POACEAE,Poa,labillardieri,Common Tussock Grass,,Hand written via expert,2014-11-15,-37.7919,144.9572,"-37.7919, 144.9572"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ASTERALES,ASTERACEAE,Bellis,perennis,English Daisy,,Participate,2014-10-31,-37.813,144.9802,"-37.813, 144.9802"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ASTERALES,ASTERACEAE,Senecio,quadridentatus,Cotton Fireweed,,Hand written via expert,2014-11-15,-37.7919,144.9572,"-37.7919, 144.9572"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,AQUIFOLIALES,AQUIFOLIACEAE,Ilex,aquifolium,European Holly,,Hand written via expert,2014-11-16,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ASTERALES,ASTERACEAE,Hypochaeris,radicata,Flatweed,,Hand written via expert,2014-11-15,-37.7919,144.9572,"-37.7919, 144.9572"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ASTERALES,ASTERACEAE,Euryops,pectinatus,Grey-leaved Euryops,,Hand written via expert,2014-11-14,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,PINALES,CUPRESSACEAE,Cupressus,sempervirens,Italian Cypress,,Hand written via expert,2014-11-16,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,APIALES,PITTOSPORACEAE,Pittosporum,tobira,Japanese Pittosporum,,Hand written via expert,2014-11-16,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,RANUNCULALES,BERBERIDACEAE,Nandina,domestica,Japanese Sacred Bamboo,,Hand written via expert,2014-11-16,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ZINGIBERALES,ZINGIBERACEAE,Hedychium,gardnerianum,Kahili Ginger,,Hand written via expert,2014-11-14,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,MYRTALES,MYRTACEAE,Kunzea,ericoides,"Kanuka, White tea-tree",,Hand written expert,2014-11-15,-37.7914,144.9566,"-37.7914, 144.9566"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,POALES,POACEAE,Dichelachne,crinita,Long-hair Plume-grass,,Hand written via expert,2014-11-16,-37.7833,144.9441,"-37.7833, 144.9441"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,MALPIGHIALES,LINACEAE,Linum,marginale,"Native Flax, Australian Flax",,Hand written expert,2014-11-15,-37.7919,144.9572,"-37.7919, 144.9572"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,POALES,POACEAE,Setaria,palmifolia,Palm Grass,,Hand written via expert,2014-11-14,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,POALES,CYPERACEAE,Cyperus,papyrus,Papyrus Sedge,,Hand written via expert,2014-11-16,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ASPARAGALES,ASPARAGACEAE,Arthropodium,cirratum,"Renga Lily, New Zealand Rock Lily",,Hand written via expert,2014-11-16,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ARECALES,ARECACEAE,Phoenix,reclinata,Senegal Date Palm,,Hand written via expert,2014-11-14,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ASTERALES,ASTERACEAE,Cirsium,vulgare,Spear Thistle,,Hand written via expert,2014-11-16,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ASPARAGALES,ASPARAGACEAE,Chlorophytum,comosum,Spider Plant,,Hand written via expert,2014-11-14,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,MYRTALES,MYRTACEAE,Corymbia,maculata,Spotted Gum,,Hand written expert,2014-11-15,-37.7919,144.9572,"-37.7919, 144.9572"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,LAMIALES,SCROPHULARIACEAE,Myoporum,viscosum,Sticky Boobialla,,Hand written via expert,2014-11-15,-37.7919,144.9572,"-37.7919, 144.9572"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,MYRTALES,MYRTACEAE,Eucalyptus,cladocalyx,Sugar Gum,,Hand written expert,2014-11-15,-37.7919,144.9572,"-37.7919, 144.9572"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,APIALES,PITTOSPORACEAE,Pittosporum,undulatum,Sweet Pittosporum,,Hand written via expert,2014-11-16,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,CARYOPHYLLALES,TAMARICACEAE,Tamarix,parviflora,Tamarisk,,Hand written via expert,2014-11-14,-37.7911,144.924,"-37.7911, 144.924"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ROSALES,ELAEAGNACEAE,Elaeagnus,pungens,Thorny Elaeagnus,,Hand written via expert,2014-11-14,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,LAMIALES,LAMIACEAE,Lavandula,stoechas,Topped lavender,'Avonview',Hand written via expert,2014-11-14,-37.7911,144.924,"-37.7911, 144.924"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,APIALES,ARALIACEAE,Schefflera,actinophylla,Umbrella Tree,,Hand written via expert,2014-11-14,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,GERANIALES,GERANIACEAE,Pelargonium,,,,Hand written via expert,2014-11-14,-37.813,144.9805,"-37.813, 144.9805"
Bird,ANIMALIA,CHORDATA,AVES,PODICIPEDIFORMES,PODICIPEDIDAE,Tachybaptus,novaehollandiae,Australasian Grebe,,Participate,2014-11-13,-37.8,144.9359,"-37.8, 144.9359"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ARTAMIDAE,Cracticus,tibicen,Australian Magpie,Also known as Gymnorhina tibicen,Hand written citizen expert,2014-11-15,-37.8311,144.9105,"-37.8311, 144.9105"
Bird,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Chenonetta,jubata,Australian Wood Duck,,Hand written expert,2014-11-14,-37.813,144.9805,"-37.813, 144.9805"
Bird,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Chenonetta,jubata,Australian Wood Duck,,Hand written expert,2014-11-15,-37.7914,144.9566,"-37.7914, 144.9566"
Bird,ANIMALIA,CHORDATA,AVES,GALLIFORMES,ODONTOPHORIDAE,Callipepla,californica,California Quail,,Participate,2014-11-01,-37.9396,144.6737,"-37.9396, 144.6737"
Bird,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Anas,castanea,Chestnut Teal,,Twitter,2014-11-17,-37.7833,144.9441,"-37.7833, 144.9441"
Bird,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Trichoglossus,haematodus,Rainbow Lorikeet,,Twitter,2014-11-05,-37.8023,144.9633,"-37.8023, 144.9633"
Bird,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE,Chroicocephalus,novaehollandiae,Silver Gull,,Participate,2014-11-03,-37.8293,144.9008,"-37.8293, 144.9008"
Bird,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE,Chroicocephalus,novaehollandiae,Silver Gull,,Participate,2014-11-14,-37.7894,144.937,"-37.7894, 144.937"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MELIPHAGIDAE,Lichenostomus,penicillatus,White Plumed Honeyeater,,Hand written citizen expert,2014-11-10,-37.8311,144.9105,"-37.8311, 144.9105"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,RHIPIDURIDAE,Rhipidura,leucophrys,Willie Wagtail,,Participate,2014-11-10,-37.8303,144.9063,"-37.8303, 144.9063"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,CRAMBIDAE,Hednota,grammellus,,Snout Moth,Participate,,-37.7952,144.9647,"-37.7952, 144.9647"
Insect,ANIMALIA,ARTHROPODA,INSECTA,DERMAPTERA,LABIDURIDAE,Labidura,truncata,Australian Brown Earwig,,Hand written expert,,-37.8311,144.9105,"-37.8311, 144.9105"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PIERIDAE,Pieris,rapae,Cabbage White Butterfly,,Participate,,-37.8154,144.9358,"-37.8154, 144.9358"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Vanessa,kershawi,Australian Painted Lady,,Hand written expert,,-37.813,144.9805,"-37.813, 144.9805"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,LYCAENIDAE,Zizina,otis,"Common Grass Blue, Grass Blue",Subspecies Zizina otis labradus,Participate,,-37.85,144.9808,"-37.85, 144.9808"
Insect,ANIMALIA,ARTHROPODA,INSECTA,DIPTERA,,,,,,Instagram,,-37.8147,144.9803,"-37.8147, 144.9803"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,RANUNCULALES,BERBERIDACEAE,Nandina,domestica,Japanese Sacred Bamboo,,Hand written via expert,2014-11-14,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ROSALES,ROSACEAE,Rosa,banksiae,Lady Banks Rose,var normalis 'Lutea',Hand written via expert,2014-11-14,-37.7911,144.924,"-37.7911, 144.924"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,FABALES,FABACEAE,Acacia,implexa,"Lightwood, Hickory Wattle",,Hand written via expert,2014-11-15,-37.7919,144.9572,"-37.7919, 144.9572"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,MALVALES,MALVACEAE,Tilia,cordata,Little-leaf Linden,,Hand written via expert,2014-11-14,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ASPARAGALES,ASPARAGACEAE,Beschorneria,yuccoides,Mexican Lily,,Hand written via expert,2014-11-14,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,GENTIANALES,APOCYNACEAE,Araujira,sericifera,Moth Vine,,Hand written expert,2014-11-15,-37.7919,144.9572,"-37.7919, 144.9572"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,SAXIFRAGALES,CRASSULACEAE,Cotyledon,orbiculata,Pig's Ear,,Hand written via expert,2014-11-14,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ROSALES,ROSACEAE,Malus,ioensis,Plena Crab Apple,Plena',Twitter,2014-11-14,-37.8061,144.9651,"-37.8061, 144.9651"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,MYRTALES,MYRTACEAE,Lophostemon,confertus,Queensland Brush Box,,Hand written via expert,2014-11-14,-37.7911,144.924,"-37.7911, 144.924"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,POALES,POACEAE,Bothriochloa,macra,Red Grass,,Twitter,2014-11-14,-37.8061,144.9651,"-37.8061, 144.9651"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,MYRTALES,MYRTACEAE,Eucalyptus,camaldulensis,River Red Gum,,Hand written expert,2014-11-15,-37.7919,144.9572,"-37.7919, 144.9572"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,PROTEALES,PROTEACEAE,Grevillea,robusta,Silky Oak,,Hand written via expert,2014-11-16,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,FABALES,FABACEAE,Acacia,dealbata,Silver Wattle,,Hand written via expert,2014-11-15,-37.7919,144.9572,"-37.7919, 144.9572"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,MYRTALES,MYRTACEAE,Corymbia,maculata,Spotted Gum,,Hand written expert,2014-11-14,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,POALES,POACEAE,Danthonia,setacea,Wallaby Grass,,Twitter,2014-11-17,-37.7833,144.9441,"-37.7833, 144.9441"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,COMMELINALES,COMMELINACEAE,Tradescantia,fluminensis,Wandering Creeper,,Participate,2014-11-14,-37.7945,144.9359,"-37.7945, 144.9359"
