taxa,kingdom,phylum,class,order,family,genus,species,common_name,identification_notes,data_resource_name,sighting_date,latitude,longitude,location
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,CUCURBITALES,BEGONIACEAE,Begonia,semperflorens,Wax Begonia,,Hand written via expert,2014-11-14,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,FABALES,FABACEAE,Trifolium,repens,White Clover,,Hand written via expert,2014-11-16,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ASTERALES,ASTERACEAE,Erigeron,karvinskianus,,,Hand written via expert,2014-11-14,-37.813,144.9805,"-37.813, 144.9805"
Bird,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE,Chroicocephalus,novaehollandiae,Silver Gull,,Participate,2014-11-05,-37.8123,144.9358,"-37.8123, 144.9358"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,RHIPIDURIDAE,Rhipidura,leucophrys,Willie Wagtail,,Hand written citizen expert,2014-11-10,-37.8311,144.9105,"-37.8311, 144.9105"
Crustacean,ANIMALIA,ARTHROPODA,MALACOSTRACA,SESSILIA,BALANIDAE,Balanus,variegatus,Acorn Barnacle,,Participate,2014-11-03,-37.8158,144.9394,"-37.8158, 144.9394"
Insect,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,ICHNEUMONIDAE,Ichneumon,,,Ichneumon Wasps,Participate,,-37.813,144.9802,"-37.813, 144.9802"
Insect,ANIMALIA,ARTHROPODA,INSECTA,DIPTERA,MUSCIDAE,Musca,domestica,House Fly,,Participate,,-37.813,144.9802,"-37.813, 144.9802"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,SAXIFRAGALES,CRASSULACEAE,Crassula,sieberiana,Australian Stonecrop,,Hand written via expert,2014-11-15,-37.7919,144.9572,"-37.7919, 144.9572"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,LAMIALES,ACANTHACEAE,Acanthus,mollis,"Bear's Breeches, Oyster Plant",,Hand written via expert,2014-11-16,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,MALVALES,MALVACEAE,Abutilon,x hybridum,Chinese Lantern,,Hand written via expert,2014-11-14,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,APIALES,ARALIACEAE,Tetrapanax,papyrifer,Chinese Rice-paper Plant,,Hand written via expert,2014-11-14,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,POALES,POACEAE,Elymus,repens,Common Couch Grass,,Participate,2014-11-05,-37.8123,144.9358,"-37.8123, 144.9358"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ASTERALES,ASTERACEAE,Chrysocephalum,apiculatum,"Common Everlasting, Yellow Buttons",,Hand written expert,2014-11-15,-37.7919,144.9572,"-37.7919, 144.9572"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,MYRTALES,MYRTACEAE,Syzygium,smithii,Common Lilly Pilly,Formerly known as Acmena smithii,Hand written via expert,2014-11-16,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,POALES,POACEAE,Cynodon,dactylon,Couch Grass,,Hand written via expert,2014-11-16,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,CARYOPHYLLALES,AMARANTHACEAE,Atriplex,semibaccata,Creeping saltbush,,Hand written via expert,2014-11-15,-37.7919,144.9572,"-37.7919, 144.9572"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,LAMIALES,OLEACEAE,Fraxinus,angustifolia,Desert Ash,,Hand written via expert,2014-11-16,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ARECALES,ARECACEAE,Chamaerops,humilis,"European Fan Palm, Dwarf Fan Palm",,Hand written via expert,2014-11-14,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ASPARAGALES,DORYANTHACEAE,Doryanthes,excelsa,Gymea Lily,,Hand written expert,2014-11-15,-37.7919,144.9572,"-37.7919, 144.9572"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ASPARAGALES,DORYANTHACEAE,Doryanthes,excelsa,Gymea Lily,,Hand written via expert,2014-11-16,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ASTERALES,GOODENIACEAE,Goodenia,ovata,Hop Goodenia,,Hand written via expert,2014-11-15,-37.7919,144.9572,"-37.7919, 144.9572"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,SAXIFRAGALES,CRASSULACEAE,Crassula,ovata,Jade Plant,,Hand written via expert,2014-11-14,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ARECALES,ARECACEAE,Butia,capitata,Jelly Palm,,Hand written via expert,2014-11-14,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,POALES,POACEAE,Dichelachne,crinita,Long-hair Plume-grass,,Hand written via expert,2014-11-15,-37.7919,144.9572,"-37.7919, 144.9572"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,CARYOPHYLLALES,POLYGONACEAE,Muehlenbeckia,complexa,Maidenhair Vine,,Twitter,2014-11-14,-37.8061,144.9651,"-37.8061, 144.9651"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,MALPIGHIALES,EUPHORBIACEAE,Euphorbia,characias,Mediterranean Spurge,,Hand written via expert,2014-11-14,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,LAMIALES,LAMIACEAE,Salvia,leucantha,Mexican Bush Sage,,Hand written via expert,2014-11-14,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,GENTIANALES,APOCYNACEAE,Nerium,oleander,Oleander,,Twitter,2014-11-14,-37.8061,144.9651,"-37.8061, 144.9651"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,GENTIANALES,APOCYNACEAE,Nerium,oleander,Oleander,,Hand written via expert,2014-11-14,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,POALES,POACEAE,Ehrharta,erecta,Panic Veldt Grass,,Hand written via expert,2014-11-16,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,SAXIFRAGALES,HAMAMELIDACEAE,Disanthus,cercidifolius,Redbud Hazel,,Hand written via expert,2014-11-14,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,MYRTALES,MYRTACEAE,Callistemon,sieberi,River Bottlebrush,,Hand written via expert,2014-11-14,-37.7911,144.924,"-37.7911, 144.924"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,MYRTALES,MYRTACEAE,Eucalyptus,camaldulensis,River Red Gum,,Hand written via expert,2014-11-15,-37.7919,144.9572,"-37.7919, 144.9572"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,FABALES,FABACEAE,Desmodium,gunnii,Slender Tick-trefoil,,Twitter,2014-11-14,-37.8061,144.9651,"-37.8061, 144.9651"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,APIALES,PITTOSPORACEAE,Pittosporum,undulatum,Sweet Pittosporum,,Hand written via expert,2014-11-14,-37.7911,144.924,"-37.7911, 144.924"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,POALES,POACEAE,Austrostipa,rudis,Veined Spear-grass,,Twitter,2014-11-14,-37.8061,144.9651,"-37.8061, 144.9651"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ASTERALES,ASTERACEAE,Artemisia,absinthium,Wormwood,,Hand written via expert,2014-11-16,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ASTERALES,ASTERACEAE,Microseris,lanceolata,Yam Daisy,,Hand written expert,2014-11-15,-37.7914,144.9566,"-37.7914, 144.9566"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,BRASSICALES,TROPAEOLACEAE,Tropaeolum,,,Nasturtium,Twitter,2014-11-14,-37.8061,144.9651,"-37.8061, 144.9651"
Bird,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Ocyphaps,lophotes,Crested Pigeon,,Participate,2014-11-08,-37.7923,144.964,"-37.7923, 144.964"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,STURNIDAE,Sturnus,tristis,"Common Myna, Indian Myna",Also known as Acridotheres tristis,Hand written citizen expert,2014-11-14,-37.8311,144.9105,"-37.8311, 144.9105"
Bird,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Gallinula,tenebrosa,Dusky Moorhen,,Twitter,2014-11-17,-37.7833,144.9441,"-37.7833, 144.9441"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ARTAMIDAE,Cracticus,torquatus,Grey Butcherbird,,Hand written expert,2014-11-14,-37.813,144.9805,"-37.813, 144.9805"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MONARCHIDAE,Grallina,cyanoleuca,Magpie-lark,,Participate,2014-11-03,-37.824,144.942,"-37.824, 144.942"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MONARCHIDAE,Grallina,cyanoleuca,Magpie-lark,,Participate,2014-10-31,-37.813,144.9802,"-37.813, 144.9802"
Bird,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Anas,superciliosa,"Pacific Black Duck, Black Duck",,Hand written expert,2014-11-15,-37.8311,144.9105,"-37.8311, 144.9105"
Bird,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Trichoglossus,haematodus,Rainbow Lorikeet,,Hand written via expert,2014-11-15,-37.7833,144.9441,"-37.7833, 144.9441"
Bird,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Streptopelia,chinensis,Spotted Dove,,Participate,2014-11-14,-37.7825,144.9421,"-37.7825, 144.9421"
Bird,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Streptopelia,chinensis,Spotted Dove,,Participate,2014-10-31,-37.813,144.9802,"-37.813, 144.9802"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ARTAMIDAE,Cracticus,tibicen,Australian Magpie,Also known as Gymnorhina tibicen,Participate,2014-10-31,-37.8161,144.9805,"-37.8161, 144.9805"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ARTAMIDAE,Cracticus,tibicen,Australian Magpie,Also known as Gymnorhina tibicen,Participate,2014-11-02,-37.8413,144.9011,"-37.8413, 144.9011"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,coronoides,Australian Raven,,Participate,2014-10-31,-37.8135,144.9782,"-37.8135, 144.9782"
Bird,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Anas,castanea,Chestnut Teal,,Participate,2014-11-15,-37.7869,144.9172,"-37.7869, 144.9172"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,STURNIDAE,Sturnus,tristis,"Common Myna, Indian Myna",Also known as Acridotheres tristis,Participate,2014-11-01,-37.8413,144.9011,"-37.8413, 144.9011"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,STURNIDAE,Sturnus,tristis,"Common Myna, Indian Myna",Also known as Acridotheres tristis,Hand written citizen expert,2014-11-06,-37.8311,144.9105,"-37.8311, 144.9105"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,STURNIDAE,Sturnus,vulgaris,Common Starling,,Hand written citizen expert,2014-11-02,-37.8311,144.9105,"-37.8311, 144.9105"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,STURNIDAE,Sturnus,vulgaris,Common Starling,,Hand written citizen expert,2014-11-10,-37.8311,144.9105,"-37.8311, 144.9105"
Bird,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Ocyphaps,lophotes,Crested Pigeon,,Participate,2014-11-14,-37.7819,144.9426,"-37.7819, 144.9426"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,mellori,Little Raven,,Hand written expert,2014-11-14,-37.813,144.9805,"-37.813, 144.9805"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MONARCHIDAE,Grallina,cyanoleuca,Magpie-lark,,Hand written citizen expert,2014-11-06,-37.8311,144.9105,"-37.8311, 144.9105"
Bird,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,CHARADRIIDAE,Vanellus,miles,"Masked Lapwing, Plover",,Participate,2014-11-08,-37.8484,144.9819,"-37.8484, 144.9819"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MELIPHAGIDAE,Manorina,melanocephala,Noisy Miner,,Twitter,2014-11-02,-37.8188,144.9743,"-37.8188, 144.9743"
Bird,ANIMALIA,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Ninox,strenua,Powerful Owl,,Twitter,2014-10-31,,,
Bird,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Trichoglossus,haematodus,Rainbow Lorikeet,,Hand written citizen expert,2014-11-15,-37.8311,144.9105,"-37.8311, 144.9105"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MELIPHAGIDAE,Anthochaera,carunculata,Red Wattlebird,,Hand written citizen expert,2014-11-03,-37.8311,144.9105,"-37.8311, 144.9105"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MELIPHAGIDAE,Anthochaera,carunculata,Red Wattlebird,,Hand written via expert,2014-11-15,-37.7833,144.9441,"-37.7833, 144.9441"
Bird,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACULIDAE,Psephotus,haematonotus,Red-rumped Parrot,,Hand written via expert,2014-11-15,-37.7833,144.9441,"-37.7833, 144.9441"
Bird,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE,Chroicocephalus,novaehollandiae,Silver Gull,,Hand written citizen expert,2014-11-05,-37.8311,144.9105,"-37.8311, 144.9105"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TIMALIIDAE,Zosterops,lateralis,Silvereye,,Hand written expert,2014-11-14,-37.813,144.9805,"-37.813, 144.9805"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MALURIDAE,Malurus,cyaneus,Superb Fairy-wren,,Hand written citizen expert,2014-11-15,-37.8311,144.9105,"-37.8311, 144.9105"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MALURIDAE,Malurus,cyaneus,Superb Fairy-wren,,Instagram,2014-11-15,-37.8311,144.9105,"-37.8311, 144.9105"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MELIPHAGIDAE,Lichenostomus,penicillatus,White Plumed Honeyeater,,Hand written via expert,2014-11-15,-37.7833,144.9441,"-37.7833, 144.9441"
Fish,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SPARIDAE,Acanthopagrus,australis,Yellowfin Bream,,Participate,2014-11-10,-37.8292,144.9005,"-37.8292, 144.9005"
Insect,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,DERMESTIDAE,Anthrenus,museorum,Museum Beetle,,Instagram,,-37.7986,144.9324,"-37.7986, 144.9324"
Insect,ANIMALIA,ARTHROPODA,INSECTA,DIPTERA,CALLIPHORIDAE,Calliphora,augur,"Lesser Brown Blowfly, Blue-bodied Blowfly",,Participate,,-37.796,144.962,"-37.796, 144.962"
Insect,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Homalictus,sphecodoides,Native Australian Bee,,Instagram,,-37.8141,144.9747,"-37.8141, 144.9747"
Insect,ANIMALIA,ARTHROPODA,INSECTA,DIPTERA,MUSCIDAE,Musca,domestica,House Fly,,Participate,,-37.8043,144.9706,"-37.8043, 144.9706"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,LYMANTRIIDAE,Orgyia,anartoides,Painted Apple Moth,,Participate,,-37.813,144.9802,"-37.813, 144.9802"
Insect,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Phoracantha,semipunctata,Common Eucalypt Longicorn,,Participate,,-37.7989,144.9746,"-37.7989, 144.9746"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PIERIDAE,Pieris,rapae,Cabbage White Butterfly,,Hand written expert,,-37.813,144.9805,"-37.813, 144.9805"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PIERIDAE,Pieris,rapae,Cabbage White Butterfly,,Participate,,-37.8123,144.9358,"-37.8123, 144.9358"
Mammal,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Hydromys,chrysogaster,"Water-rat, Rakali",,Participate,2014-11-13,-37.7959,144.9355,"-37.7959, 144.9355"
Mammal,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,MOLOSSIDAE,Austronomous,australis,White-striped Freetail Bat,,Hand written expert,2014-11-14,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,FABALES,FABACEAE,Acacia,mearnsii,Black Wattle,,Hand written via expert,2014-11-15,-37.7919,144.9572,"-37.7919, 144.9572"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,MYRTALES,ONAGRACEAE,Fuchsia,boliviana,Bolivian Fuchsia,,Hand written via expert,2014-11-14,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,SAPINDALES,SAPINDACEAE,Acer,negundo,Box Elder Maple,,Hand written via expert,2014-11-16,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,POALES,POACEAE,Nassella,neesiana,Chilean Needle Grass,,Hand written expert,2014-11-15,-37.7919,144.9572,"-37.7919, 144.9572"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,AQUIFOLIALES,AQUIFOLIACEAE,Ilex,cornuta,Chinese Holly,,Hand written via expert,2014-11-14,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,LAMIALES,LAMIACEAE,Westringia,fruticosa,"Coastal Rosemary, Native Rosemary",,Twitter,2014-11-14,-37.8061,144.9651,"-37.8061, 144.9651"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ASPARAGALES,AMARYLLIDACEAE,Agapanthus,praecox,"Common Agapanthus, African Lily",,Hand written via expert,2014-11-16,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,POALES,POACEAE,Elymus,repens,Common Couch Grass,,Participate,2014-10-31,-37.813,144.9802,"-37.813, 144.9802"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,POALES,POACEAE,Elymus,repens,Common Couch Grass,,Participate,2014-11-03,-37.8292,144.9007,"-37.8292, 144.9007"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,POALES,POACEAE,Elymus,repens,Common Couch Grass,,Participate,2014-11-10,-37.8387,144.9066,"-37.8387, 144.9066"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,POALES,POACEAE,Rytidosperma,caespitosum,Common Wallaby Grass,,Participate,2014-11-02,-37.7881,144.9529,"-37.7881, 144.9529"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ROSALES,MORACEAE,Ficus,pumila,Creeping Fig,,Twitter,2014-11-14,-37.8061,144.9651,"-37.8061, 144.9651"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,FAGALES,CASUARINACEAE,Allocasuarina,verticillata,Drooping Sheoak,,Hand written via expert,2014-11-15,-37.7919,144.9572,"-37.7919, 144.9572"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ALISMATALES,ARACEAE,Colocasia,esculenta,Elephant Ears,,Hand written via expert,2014-11-16,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ARECALES,ARECACEAE,Chamerion,angustifolium,Fireweed,,Hand written expert,2014-11-15,-37.7919,144.9572,"-37.7919, 144.9572"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ASPARAGALES,DORYANTHACEAE,Doryanthes,palmeri,Giant Spear Lily,,Hand written via expert,2014-11-16,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,GERANIALES,MELIANTHACEAE,Melianthus,major,Honey Bush,,Hand written via expert,2014-11-14,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ROSALES,MORACEAE,Ficus,elastica,Indian Rubber Tree,cv. 'Ruby',Hand written via expert,2014-11-14,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,POALES,POACEAE,Miscanthus,sinensis,Japanese Silver Grass,,Hand written via expert,2014-11-14,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ASPARAGALES,AMARYLLIDACEAE,Clivia,miniata,"Kaffir Lily, Bush Lily",,Hand written via expert,2014-11-16,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,FABALES,FABACEAE,Acacia,paradoxa,Kangaroo Thorn,,Hand written via expert,2014-11-15,-37.7919,144.9572,"-37.7919, 144.9572"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ALISMATALES,ARACEAE,Monstera,deliciosa,"Monstera, Swiss Cheese Plant",,Hand written via expert,2014-11-14,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ROSALES,MORACEAE,Ficus,macrophylla,Moreton Bay Fig,,Hand written via expert,2014-11-14,-37.7911,144.924,"-37.7911, 144.924"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,CARYOPHYLLALES,AMARANTHACEAE,Einadia,nutens,Nodding Saltbush,,Hand written expert,2014-11-15,-37.7919,144.9572,"-37.7919, 144.9572"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,GENTIANALES,APOCYNACEAE,Nerium,oleander,Oleander,,Hand written via expert,2014-11-16,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,FABALES,FABACEAE,Hardenbergia,violacea,Purple Coral Pea,,Twitter,2014-11-14,-37.8061,144.9651,"-37.8061, 144.9651"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,FABALES,FABACEAE,Hardenbergia,violacea,Purple Coral Pea,,Hand written via expert,2014-11-14,-37.7911,144.924,"-37.7911, 144.924"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,LAMIALES,LAMIACEAE,Plectranthus,argentatus,Silver Spurflower,,Hand written via expert,2014-11-14,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,RANUNCULALES,RANUNCULACEAE,Clematis,microphylla,Small-leaved Clematis,,Hand written via expert,2014-11-15,-37.7833,144.9441,"-37.7833, 144.9441"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ASPARAGALES,ASPARAGACEAE,Lomandra,longifolia,Spiny-head Mat-rush,,Hand written expert,2014-11-15,-37.7919,144.9572,"-37.7919, 144.9572"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ASPARAGALES,ASPARAGACEAE,Lomandra,longifolia,Spiny-head Mat-rush,,Hand written via expert,2014-11-16,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,MYRTALES,MYRTACEAE,Corymbia,maculata,Spotted Gum,,Hand written via expert,2014-11-16,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,MYRTALES,MYRTACEAE,Corymbia,maculata,Spotted Gum,,Hand written via expert,2014-11-15,-37.7919,144.9572,"-37.7919, 144.9572"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,MYRTALES,MYRTACEAE,Eucalyptus,melliodora,Yellow Box,,Hand written expert,2014-11-15,-37.7919,144.9572,"-37.7919, 144.9572"
Reptile,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Cryptoblepharus,virgatus,"Wall Skink, Cream-striped Shining-skink",,Participate,2014-11-14,-37.8021,144.9306,"-37.8021, 144.9306"
Bird,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Cygnus,atratus,Black Swan,,Participate,2014-11-03,-37.8292,144.9007,"-37.8292, 144.9007"
Bird,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Cygnus,atratus,Black Swan,,Instagram,2014-11-05,-37.8289,144.9812,"-37.8289, 144.9812"
Bird,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,RECURVIROSTRIDAE,Himantopus,himantopus,Black-winged Stilt,,Hand written expert,2014-11-15,-37.8311,144.9105,"-37.8311, 144.9105"
Bird,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Anas,castanea,Chestnut Teal,,Participate,2014-11-14,-37.7823,144.9429,"-37.7823, 144.9429"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus,merula,Common Blackbird,,Participate,2014-11-15,-37.834,144.9807,"-37.834, 144.9807"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus,merula,Common Blackbird,,Hand written citizen expert,2014-11-14,-37.8311,144.9105,"-37.8311, 144.9105"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,STURNIDAE,Sturnus,tristis,"Common Myna, Indian Myna",Also known as Acridotheres tristis,Participate,2014-11-14,-37.7831,144.943,"-37.7831, 144.943"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,STURNIDAE,Sturnus,vulgaris,Common Starling,,Hand written citizen expert,2014-11-14,-37.8311,144.9105,"-37.8311, 144.9105"
Bird,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Ocyphaps,lophotes,Crested Pigeon,,Participate,2014-11-02,-37.7881,144.9529,"-37.7881, 144.9529"
Bird,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Ocyphaps,lophotes,Crested Pigeon,,Hand written via expert,2014-11-15,-37.7833,144.9441,"-37.7833, 144.9441"
Bird,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Gallinula,tenebrosa,Dusky Moorhen,,Participate,2014-11-13,-37.7973,144.9359,"-37.7973, 144.9359"
Bird,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Fulica,atra,"Eurasian Coot, Coot",,Participate,2014-11-15,-37.7866,144.9178,"-37.7866, 144.9178"
