ID,Binomial,SpNo,TaxonID,CommonName,Class,Order,Family,FamilyCommonName,Genus,Species,Subspecies,FunctionalGroup,TaxonomicGroup,EPBCStatus,IUCNStatus,BirdActionPlanStatus,MaxStatus,State,Region,RegionCentroidLatitude,RegionCentroidLongitude,RegionCentroidAccuracy,SiteID,SourceID,SourceDesc,MonitoringProgram,UnitID,Unit,SearchTypeID,SearchTypeDesc,ResponseVariableType,DataType,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,TimeSeriesLength,TimeSeriesSampleYears,TimeSeriesCompleteness,TimeSeriesSamplingEvenness,AbsencesRecorded,StandardisationOfMethodEffort,ObjectiveOfMonitoring,SpatialRepresentativeness,ConsistencyOfMonitoring,Management,ManagementCategory,ManagementCategoryComments,SuppressAggregatedData,SurveyCount,TimeSeriesID,NationalPriorityTaxa,Citation
3327,Petaurus_australis,,m_299,Yellow-bellied Glider,Mammalia,Diprotodontia,Petauridae,,Petaurus,australis,,"50-5000g,Terrestrial:Volant",Mammals,,Near Threatened,,Near Threatened,Victoria,South East Coastal Ranges,-37.34715227,148.3701071,92462.0,964642,1504,VIC-Mammals-DELWP-VBA(2020)-TRIM_FIXED,Victorian_Biodiversity_Atlas_DEECA,2,Sample: abundance (counts),1155,Spotlighting on foot,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,27,2,0.074,0.0,,,,,,No known management,Unknown,,0,4,1504_2_1155_964642_m_299,0,"Vic Government (2025). Victorian Biodiversity Atlas data extract 2020 - Southern Brown Bandicoot, Eastern Barred Bandicoot, Brush-tailed Phascogale, Southern Greater Glider and Yellow-bellied Glider. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
3328,Petaurus_australis,,m_299,Yellow-bellied Glider,Mammalia,Diprotodontia,Petauridae,,Petaurus,australis,,"50-5000g,Terrestrial:Volant",Mammals,,Near Threatened,,Near Threatened,Victoria,South East Coastal Ranges,-37.34715227,148.3701071,92462.0,964643,1504,VIC-Mammals-DELWP-VBA(2020)-TRIM_FIXED,Victorian_Biodiversity_Atlas_DEECA,2,Sample: abundance (counts),1155,Spotlighting on foot,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,27,2,0.074,0.0,,,,,,No known management,Unknown,,0,5,1504_2_1155_964643_m_299,0,"Vic Government (2025). Victorian Biodiversity Atlas data extract 2020 - Southern Brown Bandicoot, Eastern Barred Bandicoot, Brush-tailed Phascogale, Southern Greater Glider and Yellow-bellied Glider. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
3329,Petaurus_australis,,m_299,Yellow-bellied Glider,Mammalia,Diprotodontia,Petauridae,,Petaurus,australis,,"50-5000g,Terrestrial:Volant",Mammals,,Near Threatened,,Near Threatened,Victoria,South East Coastal Ranges,-37.34715227,148.3701071,92462.0,964646,1504,VIC-Mammals-DELWP-VBA(2020)-TRIM_FIXED,Victorian_Biodiversity_Atlas_DEECA,2,Sample: abundance (counts),1155,Spotlighting on foot,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,23,2,0.087,0.0,,,,,,No known management,Unknown,,0,2,1504_2_1155_964646_m_299,0,"Vic Government (2025). Victorian Biodiversity Atlas data extract 2020 - Southern Brown Bandicoot, Eastern Barred Bandicoot, Brush-tailed Phascogale, Southern Greater Glider and Yellow-bellied Glider. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
3330,Petaurus_australis,,m_299,Yellow-bellied Glider,Mammalia,Diprotodontia,Petauridae,,Petaurus,australis,,"50-5000g,Terrestrial:Volant",Mammals,,Near Threatened,,Near Threatened,Victoria,South East Coastal Ranges,-37.34715227,148.3701071,92462.0,964650,1504,VIC-Mammals-DELWP-VBA(2020)-TRIM_FIXED,Victorian_Biodiversity_Atlas_DEECA,2,Sample: abundance (counts),1155,Spotlighting on foot,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,,,,,,,,27,2,0.074,0.0,,,,,,No known management,Unknown,,0,4,1504_2_1155_964650_m_299,0,"Vic Government (2025). Victorian Biodiversity Atlas data extract 2020 - Southern Brown Bandicoot, Eastern Barred Bandicoot, Brush-tailed Phascogale, Southern Greater Glider and Yellow-bellied Glider. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
3331,Petaurus_australis,,m_299,Yellow-bellied Glider,Mammalia,Diprotodontia,Petauridae,,Petaurus,australis,,"50-5000g,Terrestrial:Volant",Mammals,,Near Threatened,,Near Threatened,Victoria,South East Coastal Ranges,-37.34715227,148.3701071,92462.0,964651,1504,VIC-Mammals-DELWP-VBA(2020)-TRIM_FIXED,Victorian_Biodiversity_Atlas_DEECA,2,Sample: abundance (counts),1155,Spotlighting on foot,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,27,2,0.074,0.0,,,,,,No known management,Unknown,,0,5,1504_2_1155_964651_m_299,0,"Vic Government (2025). Victorian Biodiversity Atlas data extract 2020 - Southern Brown Bandicoot, Eastern Barred Bandicoot, Brush-tailed Phascogale, Southern Greater Glider and Yellow-bellied Glider. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
3332,Petaurus_australis,,m_299,Yellow-bellied Glider,Mammalia,Diprotodontia,Petauridae,,Petaurus,australis,,"50-5000g,Terrestrial:Volant",Mammals,,Near Threatened,,Near Threatened,Victoria,South East Coastal Ranges,-37.34715227,148.3701071,92462.0,964654,1504,VIC-Mammals-DELWP-VBA(2020)-TRIM_FIXED,Victorian_Biodiversity_Atlas_DEECA,2,Sample: abundance (counts),1155,Spotlighting on foot,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,27,2,0.074,0.0,,,,,,No known management,Unknown,,0,2,1504_2_1155_964654_m_299,0,"Vic Government (2025). Victorian Biodiversity Atlas data extract 2020 - Southern Brown Bandicoot, Eastern Barred Bandicoot, Brush-tailed Phascogale, Southern Greater Glider and Yellow-bellied Glider. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
3333,Petaurus_australis,,m_299,Yellow-bellied Glider,Mammalia,Diprotodontia,Petauridae,,Petaurus,australis,,"50-5000g,Terrestrial:Volant",Mammals,,Near Threatened,,Near Threatened,Victoria,South East Coastal Ranges,-37.34715227,148.3701071,92462.0,964660,1504,VIC-Mammals-DELWP-VBA(2020)-TRIM_FIXED,Victorian_Biodiversity_Atlas_DEECA,2,Sample: abundance (counts),1155,Spotlighting on foot,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,26,2,0.077,0.0,,,,,,No known management,Unknown,,0,4,1504_2_1155_964660_m_299,0,"Vic Government (2025). Victorian Biodiversity Atlas data extract 2020 - Southern Brown Bandicoot, Eastern Barred Bandicoot, Brush-tailed Phascogale, Southern Greater Glider and Yellow-bellied Glider. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
3334,Petaurus_australis,,m_299,Yellow-bellied Glider,Mammalia,Diprotodontia,Petauridae,,Petaurus,australis,,"50-5000g,Terrestrial:Volant",Mammals,,Near Threatened,,Near Threatened,Victoria,South East Coastal Ranges,-37.34715227,148.3701071,92462.0,964661,1504,VIC-Mammals-DELWP-VBA(2020)-TRIM_FIXED,Victorian_Biodiversity_Atlas_DEECA,2,Sample: abundance (counts),1155,Spotlighting on foot,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,0.166666667,,,,,,,,26,2,0.077,0.0,,,,,,No known management,Unknown,,0,5,1504_2_1155_964661_m_299,0,"Vic Government (2025). Victorian Biodiversity Atlas data extract 2020 - Southern Brown Bandicoot, Eastern Barred Bandicoot, Brush-tailed Phascogale, Southern Greater Glider and Yellow-bellied Glider. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
3335,Petaurus_australis,,m_299,Yellow-bellied Glider,Mammalia,Diprotodontia,Petauridae,,Petaurus,australis,,"50-5000g,Terrestrial:Volant",Mammals,,Near Threatened,,Near Threatened,Victoria,Victorian Alps,-37.20899415,146.8452524,55992.0,964671,1504,VIC-Mammals-DELWP-VBA(2020)-TRIM_FIXED,Victorian_Biodiversity_Atlas_DEECA,2,Sample: abundance (counts),1155,Spotlighting on foot,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,17,2,0.118,0.0,,,,,,No known management,Unknown,,0,2,1504_2_1155_964671_m_299,0,"Vic Government (2025). Victorian Biodiversity Atlas data extract 2020 - Southern Brown Bandicoot, Eastern Barred Bandicoot, Brush-tailed Phascogale, Southern Greater Glider and Yellow-bellied Glider. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
3336,Petaurus_australis,,m_299,Yellow-bellied Glider,Mammalia,Diprotodontia,Petauridae,,Petaurus,australis,,"50-5000g,Terrestrial:Volant",Mammals,,Near Threatened,,Near Threatened,Victoria,Highlands-Southern Fall,-37.67163105,146.4117217,55782.0,964672,1504,VIC-Mammals-DELWP-VBA(2020)-TRIM_FIXED,Victorian_Biodiversity_Atlas_DEECA,2,Sample: abundance (counts),1155,Spotlighting on foot,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,17,2,0.118,0.0,,,,,,No known management,Unknown,,0,2,1504_2_1155_964672_m_299,0,"Vic Government (2025). Victorian Biodiversity Atlas data extract 2020 - Southern Brown Bandicoot, Eastern Barred Bandicoot, Brush-tailed Phascogale, Southern Greater Glider and Yellow-bellied Glider. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
3337,Petaurus_australis,,m_299,Yellow-bellied Glider,Mammalia,Diprotodontia,Petauridae,,Petaurus,australis,,"50-5000g,Terrestrial:Volant",Mammals,,Near Threatened,,Near Threatened,Victoria,Highlands-Southern Fall,-37.67163105,146.4117217,55782.0,964673,1504,VIC-Mammals-DELWP-VBA(2020)-TRIM_FIXED,Victorian_Biodiversity_Atlas_DEECA,2,Sample: abundance (counts),1155,Spotlighting on foot,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,29,2,0.069,0.0,,,,,,No known management,Unknown,,0,2,1504_2_1155_964673_m_299,0,"Vic Government (2025). Victorian Biodiversity Atlas data extract 2020 - Southern Brown Bandicoot, Eastern Barred Bandicoot, Brush-tailed Phascogale, Southern Greater Glider and Yellow-bellied Glider. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
3338,Petaurus_australis,,m_299,Yellow-bellied Glider,Mammalia,Diprotodontia,Petauridae,,Petaurus,australis,,"50-5000g,Terrestrial:Volant",Mammals,,Near Threatened,,Near Threatened,Victoria,Victorian Alps,-37.20899415,146.8452524,55992.0,964680,1504,VIC-Mammals-DELWP-VBA(2020)-TRIM_FIXED,Victorian_Biodiversity_Atlas_DEECA,2,Sample: abundance (counts),1155,Spotlighting on foot,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1.0,0.0,,,,,,No known management,Unknown,,0,2,1504_2_1155_964680_m_299,0,"Vic Government (2025). Victorian Biodiversity Atlas data extract 2020 - Southern Brown Bandicoot, Eastern Barred Bandicoot, Brush-tailed Phascogale, Southern Greater Glider and Yellow-bellied Glider. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
3339,Petaurus_australis,,m_299,Yellow-bellied Glider,Mammalia,Diprotodontia,Petauridae,,Petaurus,australis,,"50-5000g,Terrestrial:Volant",Mammals,,Near Threatened,,Near Threatened,Victoria,Highlands-Southern Fall,-37.67163105,146.4117217,55782.0,964682,1504,VIC-Mammals-DELWP-VBA(2020)-TRIM_FIXED,Victorian_Biodiversity_Atlas_DEECA,2,Sample: abundance (counts),1155,Spotlighting on foot,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,22,2,0.091,0.0,,,,,,No known management,Unknown,,0,2,1504_2_1155_964682_m_299,0,"Vic Government (2025). Victorian Biodiversity Atlas data extract 2020 - Southern Brown Bandicoot, Eastern Barred Bandicoot, Brush-tailed Phascogale, Southern Greater Glider and Yellow-bellied Glider. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
3340,Petaurus_australis,,m_299,Yellow-bellied Glider,Mammalia,Diprotodontia,Petauridae,,Petaurus,australis,,"50-5000g,Terrestrial:Volant",Mammals,,Near Threatened,,Near Threatened,Victoria,Otway Plain,-38.32100885,144.2402249,31809.0,964702,1504,VIC-Mammals-DELWP-VBA(2020)-TRIM_FIXED,Victorian_Biodiversity_Atlas_DEECA,2,Sample: abundance (counts),1155,Spotlighting on foot,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,2.0,,,,,,,18,2,0.111,0.0,,,,,,No known management,Unknown,,0,2,1504_2_1155_964702_m_299,0,"Vic Government (2025). Victorian Biodiversity Atlas data extract 2020 - Southern Brown Bandicoot, Eastern Barred Bandicoot, Brush-tailed Phascogale, Southern Greater Glider and Yellow-bellied Glider. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
3341,Petaurus_australis,,m_299,Yellow-bellied Glider,Mammalia,Diprotodontia,Petauridae,,Petaurus,australis,,"50-5000g,Terrestrial:Volant",Mammals,,Near Threatened,,Near Threatened,Victoria,East Gippsland Lowlands,-37.75060845,148.9293261,52833.0,964716,1504,VIC-Mammals-DELWP-VBA(2020)-TRIM_FIXED,Victorian_Biodiversity_Atlas_DEECA,2,Sample: abundance (counts),1155,Spotlighting on foot,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.75,,,,,,,,25,2,0.08,0.0,,,,,,No known management,Unknown,,0,4,1504_2_1155_964716_m_299,0,"Vic Government (2025). Victorian Biodiversity Atlas data extract 2020 - Southern Brown Bandicoot, Eastern Barred Bandicoot, Brush-tailed Phascogale, Southern Greater Glider and Yellow-bellied Glider. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
3342,Petaurus_australis,,m_299,Yellow-bellied Glider,Mammalia,Diprotodontia,Petauridae,,Petaurus,australis,,"50-5000g,Terrestrial:Volant",Mammals,,Near Threatened,,Near Threatened,Victoria,East Gippsland Lowlands,-37.75060845,148.9293261,52833.0,964717,1504,VIC-Mammals-DELWP-VBA(2020)-TRIM_FIXED,Victorian_Biodiversity_Atlas_DEECA,2,Sample: abundance (counts),1155,Spotlighting on foot,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,,25,2,0.08,0.0,,,,,,No known management,Unknown,,0,5,1504_2_1155_964717_m_299,0,"Vic Government (2025). Victorian Biodiversity Atlas data extract 2020 - Southern Brown Bandicoot, Eastern Barred Bandicoot, Brush-tailed Phascogale, Southern Greater Glider and Yellow-bellied Glider. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
3343,Petaurus_australis,,m_299,Yellow-bellied Glider,Mammalia,Diprotodontia,Petauridae,,Petaurus,australis,,"50-5000g,Terrestrial:Volant",Mammals,,Near Threatened,,Near Threatened,Victoria,East Gippsland Lowlands,-37.75060845,148.9293261,52833.0,964718,1504,VIC-Mammals-DELWP-VBA(2020)-TRIM_FIXED,Victorian_Biodiversity_Atlas_DEECA,2,Sample: abundance (counts),1155,Spotlighting on foot,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,25,3,0.12,0.0,,,,,,No known management,Unknown,,0,6,1504_2_1155_964718_m_299,0,"Vic Government (2025). Victorian Biodiversity Atlas data extract 2020 - Southern Brown Bandicoot, Eastern Barred Bandicoot, Brush-tailed Phascogale, Southern Greater Glider and Yellow-bellied Glider. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
3344,Petaurus_australis,,m_299,Yellow-bellied Glider,Mammalia,Diprotodontia,Petauridae,,Petaurus,australis,,"50-5000g,Terrestrial:Volant",Mammals,,Near Threatened,,Near Threatened,Victoria,East Gippsland Lowlands,-37.75060845,148.9293261,52833.0,964720,1504,VIC-Mammals-DELWP-VBA(2020)-TRIM_FIXED,Victorian_Biodiversity_Atlas_DEECA,2,Sample: abundance (counts),1155,Spotlighting on foot,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,24,2,0.083,0.0,,,,,,No known management,Unknown,,0,3,1504_2_1155_964720_m_299,0,"Vic Government (2025). Victorian Biodiversity Atlas data extract 2020 - Southern Brown Bandicoot, Eastern Barred Bandicoot, Brush-tailed Phascogale, Southern Greater Glider and Yellow-bellied Glider. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
3345,Petaurus_australis,,m_299,Yellow-bellied Glider,Mammalia,Diprotodontia,Petauridae,,Petaurus,australis,,"50-5000g,Terrestrial:Volant",Mammals,,Near Threatened,,Near Threatened,Victoria,East Gippsland Lowlands,-37.75060845,148.9293261,52833.0,964729,1504,VIC-Mammals-DELWP-VBA(2020)-TRIM_FIXED,Victorian_Biodiversity_Atlas_DEECA,2,Sample: abundance (counts),1155,Spotlighting on foot,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1.0,0.0,,,,,,No known management,Unknown,,0,3,1504_2_1155_964729_m_299,0,"Vic Government (2025). Victorian Biodiversity Atlas data extract 2020 - Southern Brown Bandicoot, Eastern Barred Bandicoot, Brush-tailed Phascogale, Southern Greater Glider and Yellow-bellied Glider. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
3346,Petaurus_australis,,m_299,Yellow-bellied Glider,Mammalia,Diprotodontia,Petauridae,,Petaurus,australis,,"50-5000g,Terrestrial:Volant",Mammals,,Near Threatened,,Near Threatened,Victoria,East Gippsland Lowlands,-37.75060845,148.9293261,52833.0,964731,1504,VIC-Mammals-DELWP-VBA(2020)-TRIM_FIXED,Victorian_Biodiversity_Atlas_DEECA,2,Sample: abundance (counts),1155,Spotlighting on foot,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1.0,0.0,,,,,,No known management,Unknown,,0,2,1504_2_1155_964731_m_299,0,"Vic Government (2025). Victorian Biodiversity Atlas data extract 2020 - Southern Brown Bandicoot, Eastern Barred Bandicoot, Brush-tailed Phascogale, Southern Greater Glider and Yellow-bellied Glider. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
3347,Petaurus_australis,,m_299,Yellow-bellied Glider,Mammalia,Diprotodontia,Petauridae,,Petaurus,australis,,"50-5000g,Terrestrial:Volant",Mammals,,Near Threatened,,Near Threatened,Victoria,East Gippsland Lowlands,-37.75060845,148.9293261,52833.0,964732,1504,VIC-Mammals-DELWP-VBA(2020)-TRIM_FIXED,Victorian_Biodiversity_Atlas_DEECA,2,Sample: abundance (counts),1155,Spotlighting on foot,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1.0,0.0,,,,,,No known management,Unknown,,0,2,1504_2_1155_964732_m_299,0,"Vic Government (2025). Victorian Biodiversity Atlas data extract 2020 - Southern Brown Bandicoot, Eastern Barred Bandicoot, Brush-tailed Phascogale, Southern Greater Glider and Yellow-bellied Glider. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
3348,Petaurus_australis,,m_299,Yellow-bellied Glider,Mammalia,Diprotodontia,Petauridae,,Petaurus,australis,,"50-5000g,Terrestrial:Volant",Mammals,,Near Threatened,,Near Threatened,Victoria,South East Coastal Ranges,-37.34715227,148.3701071,92462.0,964733,1504,VIC-Mammals-DELWP-VBA(2020)-TRIM_FIXED,Victorian_Biodiversity_Atlas_DEECA,2,Sample: abundance (counts),1155,Spotlighting on foot,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1.0,0.0,,,,,,No known management,Unknown,,0,2,1504_2_1155_964733_m_299,0,"Vic Government (2025). Victorian Biodiversity Atlas data extract 2020 - Southern Brown Bandicoot, Eastern Barred Bandicoot, Brush-tailed Phascogale, Southern Greater Glider and Yellow-bellied Glider. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
3349,Petaurus_australis,,m_299,Yellow-bellied Glider,Mammalia,Diprotodontia,Petauridae,,Petaurus,australis,,"50-5000g,Terrestrial:Volant",Mammals,,Near Threatened,,Near Threatened,Victoria,East Gippsland Lowlands,-37.75060845,148.9293261,52833.0,964735,1504,VIC-Mammals-DELWP-VBA(2020)-TRIM_FIXED,Victorian_Biodiversity_Atlas_DEECA,2,Sample: abundance (counts),1155,Spotlighting on foot,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1.0,0.0,,,,,,No known management,Unknown,,0,2,1504_2_1155_964735_m_299,0,"Vic Government (2025). Victorian Biodiversity Atlas data extract 2020 - Southern Brown Bandicoot, Eastern Barred Bandicoot, Brush-tailed Phascogale, Southern Greater Glider and Yellow-bellied Glider. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
3350,Petaurus_australis,,m_299,Yellow-bellied Glider,Mammalia,Diprotodontia,Petauridae,,Petaurus,australis,,"50-5000g,Terrestrial:Volant",Mammals,,Near Threatened,,Near Threatened,Victoria,East Gippsland Lowlands,-37.75060845,148.9293261,52833.0,964737,1504,VIC-Mammals-DELWP-VBA(2020)-TRIM_FIXED,Victorian_Biodiversity_Atlas_DEECA,2,Sample: abundance (counts),1155,Spotlighting on foot,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,26,2,0.077,0.0,,,,,,No known management,Unknown,,0,2,1504_2_1155_964737_m_299,0,"Vic Government (2025). Victorian Biodiversity Atlas data extract 2020 - Southern Brown Bandicoot, Eastern Barred Bandicoot, Brush-tailed Phascogale, Southern Greater Glider and Yellow-bellied Glider. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
